id,content_type,content_license,attribution_url,title,file_size,checksum_md5,cid,download_url,image_format
84,image/jpg,,,storybook-7-ch-9,636044,7bff5252a85e42b93c9d3b0fb60e9e1b,1fb9a559eab284749c16d210734bf1821644b88e,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/84_r1.jpg,JPG
85,image/jpg,,,storybook-7-ch-10,613930,e05170e24516b5a174bf25618efb1a54,9449f1f566af6cf528541f55c063b9276ccc4922,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/85_r1.jpg,JPG
86,image/jpg,,,storybook-7-ch-11,620750,6dd37f85669a23d0161c3ade2b0dade0,314e7a496a7f88888de950c11ef9518bfb6c3812,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/86_r1.jpg,JPG
87,image/jpg,,,storybook-7-ch-12,624879,12bebc9b226f954d98a38baa9d2c936c,9218d8cfc6a0ba502c7f348cd9cc0b88de6e4d1c,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/87_r1.jpg,JPG
88,image/jpg,,,storybook-7-ch-13,318813,0d973f558eabc5a758e96b663fcaeaee,4fcd80239ac5e213a230a156c54f49e7010ce63c,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/88_r1.jpg,JPG
89,image/jpg,,,storybook-7-ch-14,158429,f17fbe812b04737b2ca34008fc1bdccc,35badf0123af398a74df08ba65db95a2f9120667,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/89_r1.jpg,JPG
90,image/jpg,,,storybook-7-ch-15,605141,9305307daac61677133cb884411ef43b,42aaaa43c15de679538146a6657853f3f161fa9d,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/90_r1.jpg,JPG
91,image/jpg,,,storybook-8-cover,510537,54c09956f8c1ce28bd0bce460da1ca14,68f92c979b8ff056803de14d3ee8beca4fd91b8d,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/91_r2.jpg,JPG
92,image/jpg,,,storybook-8-ch-1,263806,8f207c9c278f4becb5729c7d0124acd1,d3a6f6d290e504c4925f85448267a76a4b8a2ac9,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/92_r1.jpg,JPG
93,image/jpg,,,storybook-8-ch-2,294117,f878bea0a15a80d98351930e0c59b45f,89e316f4294ef3a8bfcf89b7dd36caa4e45663bc,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/93_r2.jpg,JPG
94,image/jpg,,,storybook-8-ch-3,286079,5a20207a9e2266ad6da907d30a9f9bc8,babe287793467e4d8de3975575069930c8c8f1df,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/94_r1.jpg,JPG
